InvoiceItemID,InvoiceRef,ProductRef,Quantity,Fee,Price,CreationDate
335,100,139,1,2900000000,2900000000,2022-03-06 09:46:41.537
335,100,139,1,2900000000,2900000000,2022-03-06 09:46:41.537
336,100,521,1,220000000,220000000,2022-03-06 09:46:41.537
336,100,521,1,220000000,220000000,2022-03-06 09:46:41.537
338,101,865,84,23000000,1932000000,2022-03-06 09:52:29.713
338,101,865,84,23000000,1932000000,2022-03-06 09:52:29.713
340,102,631,1,175500000,175500000,2022-03-06 10:02:40.453
340,102,631,1,175500000,175500000,2022-03-06 10:02:40.453
342,103,628,4,98000000,392000000,2022-03-06 10:15:22.760
342,103,628,4,98000000,392000000,2022-03-06 10:15:22.760
343,103,617,4,82000000,328000000,2022-03-06 10:15:22.760
343,103,617,4,82000000,328000000,2022-03-06 10:15:22.760
345,104,644,1,415300000,415300000,2022-03-06 11:56:31.777
345,104,644,1,415300000,415300000,2022-03-06 11:56:31.777
347,105,504,1,213000000,213000000,2022-03-06 12:03:36.327
347,105,504,1,213000000,213000000,2022-03-06 12:03:36.327
347,105,504,1,213000000,213000000,2022-03-06 12:03:36.327
349,106,477,1,14800000,14800000,2022-03-06 12:07:17.387
349,106,477,1,14800000,14800000,2022-03-06 12:07:17.387
349,106,477,1,14800000,14800000,2022-03-06 12:07:17.387
349,106,477,1,14800000,14800000,2022-03-06 12:07:17.387
349,106,477,1,14800000,14800000,2022-03-06 12:07:17.387
349,106,477,1,14800000,14800000,2022-03-06 12:07:17.387
350,106,478,1,16600000,16600000,2022-03-06 12:07:17.387
350,106,478,1,16600000,16600000,2022-03-06 12:07:17.387
350,106,478,1,16600000,16600000,2022-03-06 12:07:17.387
350,106,478,1,16600000,16600000,2022-03-06 12:07:17.387
350,106,478,1,16600000,16600000,2022-03-06 12:07:17.387
350,106,478,1,16600000,16600000,2022-03-06 12:07:17.387
353,107,229,1,43300000,43300000,2022-03-06 12:22:47.053
353,107,229,1,43300000,43300000,2022-03-06 12:22:47.053
354,107,628,1,103000000,103000000,2022-03-06 12:22:47.053
354,107,628,1,103000000,103000000,2022-03-06 12:22:47.053
356,108,647,1,272800000,272800000,2022-03-06 12:23:38.210
356,108,647,1,272800000,272800000,2022-03-06 12:23:38.210
364,110,605,1,66000000,66000000,2022-03-06 16:27:21.873
364,110,605,1,66000000,66000000,2022-03-06 16:27:21.873
365,110,826,3,40000000,120000000,2022-03-06 16:27:21.873
365,110,826,3,40000000,120000000,2022-03-06 16:27:21.873
366,110,244,1,30000000,30000000,2022-03-06 16:27:21.873
366,110,244,1,30000000,30000000,2022-03-06 16:27:21.873
407,111,247,1,58000000,58000000,2022-03-07 09:41:18.473
407,111,247,1,58000000,58000000,2022-03-07 09:41:18.473
408,111,199,1,215000000,215000000,2022-03-07 09:41:18.473
408,111,199,1,215000000,215000000,2022-03-07 09:41:18.473
409,111,656,1,294800000,294800000,2022-03-07 09:41:18.473
409,111,656,1,294800000,294800000,2022-03-07 09:41:18.473
410,111,515,1,37000000,37000000,2022-03-07 09:41:18.473
410,111,515,1,37000000,37000000,2022-03-07 09:41:18.473
420,113,824,20,22000000,440000000,2022-03-07 10:56:38.073
420,113,824,20,22000000,440000000,2022-03-07 10:56:38.073
420,113,824,20,22000000,440000000,2022-03-07 10:56:38.073
420,113,824,20,22000000,440000000,2022-03-07 10:56:38.073
421,113,646,1,268400000,268400000,2022-03-07 10:56:38.073
421,113,646,1,268400000,268400000,2022-03-07 10:56:38.073
421,113,646,1,268400000,268400000,2022-03-07 10:56:38.073
421,113,646,1,268400000,268400000,2022-03-07 10:56:38.073
423,114,825,8,32000000,256000000,2022-03-07 10:57:29.407
423,114,825,8,32000000,256000000,2022-03-07 10:57:29.407
423,114,825,8,32000000,256000000,2022-03-07 10:57:29.407
423,114,825,8,32000000,256000000,2022-03-07 10:57:29.407
430,117,626,1,103000000,103000000,2022-03-07 11:10:09.597
430,117,626,1,103000000,103000000,2022-03-07 11:10:09.597
430,117,626,1,103000000,103000000,2022-03-07 11:10:09.597
430,117,626,1,103000000,103000000,2022-03-07 11:10:09.597
463,122,627,1,124000000,124000000,2022-03-08 16:20:17.700
463,122,627,1,124000000,124000000,2022-03-08 16:20:17.700
624,141,825,12,34000000,408000000,2022-03-09 14:13:51.893
624,141,825,12,34000000,408000000,2022-03-09 14:13:51.893
640,143,648,20,324500000,6490000000,2022-03-09 14:19:28.660
640,143,648,20,324500000,6490000000,2022-03-09 14:19:28.660
696,146,825,20,32000000,640000000,2022-03-09 16:22:28.417
696,146,825,20,32000000,640000000,2022-03-09 16:22:28.417
701,147,709,30,124500000,3735000000,2022-03-10 11:43:32.627
701,147,709,30,124500000,3735000000,2022-03-10 11:43:32.627
706,148,566,1,450000000,450000000,2022-03-12 09:34:33.977
706,148,566,1,450000000,450000000,2022-03-12 09:34:33.977
709,149,652,1,271000000,271000000,2022-03-12 09:44:22.603
709,149,652,1,271000000,271000000,2022-03-12 09:44:22.603
709,149,652,1,271000000,271000000,2022-03-12 09:44:22.603
709,149,652,1,271000000,271000000,2022-03-12 09:44:22.603
709,149,652,1,271000000,271000000,2022-03-12 09:44:22.603
709,149,652,1,271000000,271000000,2022-03-12 09:44:22.603
755,163,265,2,180000000,360000000,2022-03-12 13:13:58.417
755,163,265,2,180000000,360000000,2022-03-12 13:13:58.417
756,163,199,4,152850000,611400000,2022-03-12 13:13:58.417
756,163,199,4,152850000,611400000,2022-03-12 13:13:58.417
757,163,206,1,1133500000,1133500000,2022-03-12 13:13:58.417
757,163,206,1,1133500000,1133500000,2022-03-12 13:13:58.417
758,163,923,1,1685000000,1685000000,2022-03-12 13:13:58.417
758,163,923,1,1685000000,1685000000,2022-03-12 13:13:58.417
759,163,931,2,1395000000,2790000000,2022-03-12 13:13:58.417
759,163,931,2,1395000000,2790000000,2022-03-12 13:13:58.417
761,164,823,14,7800000,109200000,2022-03-12 13:16:34.627
761,164,823,14,7800000,109200000,2022-03-12 13:16:34.627
766,166,5189,1,271000000,271000000,2022-03-12 13:20:46.623
766,166,5189,1,271000000,271000000,2022-03-12 13:20:46.623
767,166,699,1,88500000,88500000,2022-03-12 13:20:46.623
767,166,699,1,88500000,88500000,2022-03-12 13:20:46.623
768,166,515,1,37000000,37000000,2022-03-12 13:20:46.623
768,166,515,1,37000000,37000000,2022-03-12 13:20:46.623
774,168,823,6,7800000,46800000,2022-03-12 13:25:45.993
774,168,823,6,7800000,46800000,2022-03-12 13:25:45.993
775,168,631,1,149800000,149800000,2022-03-12 13:25:45.993
775,168,631,1,149800000,149800000,2022-03-12 13:25:45.993
777,169,478,1,16500000,16500000,2022-03-12 13:26:54.740
777,169,478,1,16500000,16500000,2022-03-12 13:26:54.740
778,169,625,1,103000000,103000000,2022-03-12 13:26:54.740
778,169,625,1,103000000,103000000,2022-03-12 13:26:54.740
780,170,617,2,87500000,175000000,2022-03-12 13:28:12.973
780,170,617,2,87500000,175000000,2022-03-12 13:28:12.973
780,170,617,2,87500000,175000000,2022-03-12 13:28:12.973
780,170,617,2,87500000,175000000,2022-03-12 13:28:12.973
786,171,823,6,9500000,57000000,2022-03-12 14:23:57.910
786,171,823,6,9500000,57000000,2022-03-12 14:23:57.910
787,171,631,1,115500000,115500000,2022-03-12 14:23:57.910
787,171,631,1,115500000,115500000,2022-03-12 14:23:57.910
792,172,627,15,96000000,1440000000,2022-03-12 15:13:41.170
792,172,627,15,96000000,1440000000,2022-03-12 15:13:41.170
792,172,627,15,96000000,1440000000,2022-03-12 15:13:41.170
792,172,627,15,96000000,1440000000,2022-03-12 15:13:41.170
793,172,531,15,37000000,555000000,2022-03-12 15:13:41.170
793,172,531,15,37000000,555000000,2022-03-12 15:13:41.170
793,172,531,15,37000000,555000000,2022-03-12 15:13:41.170
793,172,531,15,37000000,555000000,2022-03-12 15:13:41.170
801,174,515,5,46500000,232500000,2022-03-13 08:09:12.553
801,174,515,5,46500000,232500000,2022-03-13 08:09:12.553
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
817,180,824,20,22000000,440000000,2022-03-14 10:49:57.260
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
819,181,824,20,22000000,440000000,2022-03-14 10:53:16.957
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
821,182,824,15,22000000,330000000,2022-03-14 10:54:16.223
823,183,826,20,42000000,840000000,2022-03-14 10:55:38.153
823,183,826,20,42000000,840000000,2022-03-14 10:55:38.153
823,183,826,20,42000000,840000000,2022-03-14 10:55:38.153
823,183,826,20,42000000,840000000,2022-03-14 10:55:38.153
827,184,478,1,16500000,16500000,2022-03-14 10:56:40.353
827,184,478,1,16500000,16500000,2022-03-14 10:56:40.353
840,185,3464,1,210000000,210000000,2022-03-14 15:24:44.193
840,185,3464,1,210000000,210000000,2022-03-14 15:24:44.193
853,186,631,4,175500000,702000000,2022-03-14 15:42:37.783
853,186,631,4,175500000,702000000,2022-03-14 15:42:37.783
872,189,478,3,10000000,30000000,2022-03-14 15:49:49.313
872,189,478,3,10000000,30000000,2022-03-14 15:49:49.313
874,190,699,1,89500000,89500000,2022-03-14 15:51:05.163
874,190,699,1,89500000,89500000,2022-03-14 15:51:05.163
874,190,699,1,89500000,89500000,2022-03-14 15:51:05.163
874,190,699,1,89500000,89500000,2022-03-14 15:51:05.163
874,190,699,1,89500000,89500000,2022-03-14 15:51:05.163
874,190,699,1,89500000,89500000,2022-03-14 15:51:05.163
875,190,625,3,103000000,309000000,2022-03-14 15:51:05.163
875,190,625,3,103000000,309000000,2022-03-14 15:51:05.163
875,190,625,3,103000000,309000000,2022-03-14 15:51:05.163
875,190,625,3,103000000,309000000,2022-03-14 15:51:05.163
875,190,625,3,103000000,309000000,2022-03-14 15:51:05.163
875,190,625,3,103000000,309000000,2022-03-14 15:51:05.163
876,190,632,1,103000000,103000000,2022-03-14 15:51:05.163
876,190,632,1,103000000,103000000,2022-03-14 15:51:05.163
876,190,632,1,103000000,103000000,2022-03-14 15:51:05.163
876,190,632,1,103000000,103000000,2022-03-14 15:51:05.163
876,190,632,1,103000000,103000000,2022-03-14 15:51:05.163
876,190,632,1,103000000,103000000,2022-03-14 15:51:05.163
877,190,645,1,268400000,268400000,2022-03-14 15:51:05.163
877,190,645,1,268400000,268400000,2022-03-14 15:51:05.163
877,190,645,1,268400000,268400000,2022-03-14 15:51:05.163
877,190,645,1,268400000,268400000,2022-03-14 15:51:05.163
877,190,645,1,268400000,268400000,2022-03-14 15:51:05.163
877,190,645,1,268400000,268400000,2022-03-14 15:51:05.163
879,191,827,20,52000000,1040000000,2022-03-14 15:51:45.620
879,191,827,20,52000000,1040000000,2022-03-14 15:51:45.620
879,191,827,20,52000000,1040000000,2022-03-14 15:51:45.620
882,192,628,2,103000000,206000000,2022-03-14 15:52:24.570
882,192,628,2,103000000,206000000,2022-03-14 15:52:24.570
884,193,515,1,37000000,37000000,2022-03-14 15:53:05.690
884,193,515,1,37000000,37000000,2022-03-14 15:53:05.690
885,193,677,1,1009400000,1009400000,2022-03-14 15:53:05.690
885,193,677,1,1009400000,1009400000,2022-03-14 15:53:05.690
887,194,646,1,268400000,268400000,2022-03-14 15:53:50.653
887,194,646,1,268400000,268400000,2022-03-14 15:53:50.653
887,194,646,1,268400000,268400000,2022-03-14 15:53:50.653
887,194,646,1,268400000,268400000,2022-03-14 15:53:50.653
887,194,646,1,268400000,268400000,2022-03-14 15:53:50.653
888,194,613,3,87500000,262500000,2022-03-14 15:53:50.653
888,194,613,3,87500000,262500000,2022-03-14 15:53:50.653
888,194,613,3,87500000,262500000,2022-03-14 15:53:50.653
888,194,613,3,87500000,262500000,2022-03-14 15:53:50.653
888,194,613,3,87500000,262500000,2022-03-14 15:53:50.653
890,195,825,70,32000000,2240000000,2022-03-14 15:54:31.217
890,195,825,70,32000000,2240000000,2022-03-14 15:54:31.217
891,195,827,24,52000000,1248000000,2022-03-14 15:54:31.217
891,195,827,24,52000000,1248000000,2022-03-14 15:54:31.217
894,196,229,1,50000000,50000000,2022-03-14 16:07:14.037
894,196,229,1,50000000,50000000,2022-03-14 16:07:14.037
896,197,227,2,17000000,34000000,2022-03-14 16:09:32.070
896,197,227,2,17000000,34000000,2022-03-14 16:09:32.070
896,197,227,2,17000000,34000000,2022-03-14 16:09:32.070
897,197,616,2,82900000,165800000,2022-03-14 16:09:32.070
897,197,616,2,82900000,165800000,2022-03-14 16:09:32.070
897,197,616,2,82900000,165800000,2022-03-14 16:09:32.070
898,197,627,2,98200000,196400000,2022-03-14 16:09:32.070
898,197,627,2,98200000,196400000,2022-03-14 16:09:32.070
898,197,627,2,98200000,196400000,2022-03-14 16:09:32.070
923,198,625,1,103000000,103000000,2022-03-15 08:50:40.870
923,198,625,1,103000000,103000000,2022-03-15 08:50:40.870
923,198,625,1,103000000,103000000,2022-03-15 08:50:40.870
925,199,827,336,57000000,19152000000,2022-03-15 09:00:15.670
925,199,827,336,57000000,19152000000,2022-03-15 09:00:15.670
982,201,827,48,48000000,2304000000,2022-03-15 09:59:42.637
982,201,827,48,48000000,2304000000,2022-03-15 09:59:42.637
984,202,515,1,42000000,42000000,2022-03-15 10:00:57.200
984,202,515,1,42000000,42000000,2022-03-15 10:00:57.200
985,202,644,1,340000000,340000000,2022-03-15 10:00:57.200
985,202,644,1,340000000,340000000,2022-03-15 10:00:57.200
986,202,823,20,9000000,180000000,2022-03-15 10:00:57.200
986,202,823,20,9000000,180000000,2022-03-15 10:00:57.200
1030,211,58,2,875000000,1750000000,2022-03-15 11:24:51.723
1030,211,58,2,875000000,1750000000,2022-03-15 11:24:51.723
1030,211,58,2,875000000,1750000000,2022-03-15 11:24:51.723
1031,211,49,18,115000000,2070000000,2022-03-15 11:24:51.723
1031,211,49,18,115000000,2070000000,2022-03-15 11:24:51.723
1031,211,49,18,115000000,2070000000,2022-03-15 11:24:51.723
1033,212,526,1,37000000,37000000,2022-03-15 11:25:09.267
1033,212,526,1,37000000,37000000,2022-03-15 11:25:09.267
1037,213,478,2,24300000,48600000,2022-03-15 11:27:14.707
1037,213,478,2,24300000,48600000,2022-03-15 11:27:14.707
1037,213,478,2,24300000,48600000,2022-03-15 11:27:14.707
1037,213,478,2,24300000,48600000,2022-03-15 11:27:14.707
1058,214,686,1,2567800000,2567800000,2022-03-15 11:55:21.670
1058,214,686,1,2567800000,2567800000,2022-03-15 11:55:21.670
1065,216,227,3,17000000,51000000,2022-03-15 12:00:14.717
1065,216,227,3,17000000,51000000,2022-03-15 12:00:14.717
1065,216,227,3,17000000,51000000,2022-03-15 12:00:14.717
1066,216,228,12,29300000,351600000,2022-03-15 12:00:14.717
1066,216,228,12,29300000,351600000,2022-03-15 12:00:14.717
1066,216,228,12,29300000,351600000,2022-03-15 12:00:14.717
1067,216,229,1,41800000,41800000,2022-03-15 12:00:14.717
1067,216,229,1,41800000,41800000,2022-03-15 12:00:14.717
1067,216,229,1,41800000,41800000,2022-03-15 12:00:14.717
1068,216,826,40,42000000,1680000000,2022-03-15 12:00:14.717
1068,216,826,40,42000000,1680000000,2022-03-15 12:00:14.717
1068,216,826,40,42000000,1680000000,2022-03-15 12:00:14.717
1069,216,627,15,98200000,1473000000,2022-03-15 12:00:14.717
1069,216,627,15,98200000,1473000000,2022-03-15 12:00:14.717
1069,216,627,15,98200000,1473000000,2022-03-15 12:00:14.717
1070,216,531,10,36000000,360000000,2022-03-15 12:00:14.717
1070,216,531,10,36000000,360000000,2022-03-15 12:00:14.717
1070,216,531,10,36000000,360000000,2022-03-15 12:00:14.717
1073,217,230,2,54300000,108600000,2022-03-15 12:31:32.137
1073,217,230,2,54300000,108600000,2022-03-15 12:31:32.137
1073,217,230,2,54300000,108600000,2022-03-15 12:31:32.137
1075,218,644,1,415300000,415300000,2022-03-15 12:32:50.623
1075,218,644,1,415300000,415300000,2022-03-15 12:32:50.623
1077,219,532,1,250000000,250000000,2022-03-15 12:34:15.423
1077,219,532,1,250000000,250000000,2022-03-15 12:34:15.423
1077,219,532,1,250000000,250000000,2022-03-15 12:34:15.423
1079,220,632,1,103000000,103000000,2022-03-15 12:35:32.127
1079,220,632,1,103000000,103000000,2022-03-15 12:35:32.127
1081,221,825,40,32000000,1280000000,2022-03-15 12:36:51.393
1081,221,825,40,32000000,1280000000,2022-03-15 12:36:51.393
1081,221,825,40,32000000,1280000000,2022-03-15 12:36:51.393
1081,221,825,40,32000000,1280000000,2022-03-15 12:36:51.393
1083,222,826,20,42000000,840000000,2022-03-15 12:38:09.243
1083,222,826,20,42000000,840000000,2022-03-15 12:38:09.243
1085,223,624,10,98200000,982000000,2022-03-15 12:39:14.610
1085,223,624,10,98200000,982000000,2022-03-15 12:39:14.610
1085,223,624,10,98200000,982000000,2022-03-15 12:39:14.610
1085,223,624,10,98200000,982000000,2022-03-15 12:39:14.610
1085,223,624,10,98200000,982000000,2022-03-15 12:39:14.610
1085,223,624,10,98200000,982000000,2022-03-15 12:39:14.610
1086,223,646,10,259300000,2593000000,2022-03-15 12:39:14.610
1086,223,646,10,259300000,2593000000,2022-03-15 12:39:14.610
1086,223,646,10,259300000,2593000000,2022-03-15 12:39:14.610
1086,223,646,10,259300000,2593000000,2022-03-15 12:39:14.610
1086,223,646,10,259300000,2593000000,2022-03-15 12:39:14.610
1086,223,646,10,259300000,2593000000,2022-03-15 12:39:14.610
1087,223,613,5,82900000,414500000,2022-03-15 12:39:14.610
1087,223,613,5,82900000,414500000,2022-03-15 12:39:14.610
1087,223,613,5,82900000,414500000,2022-03-15 12:39:14.610
1087,223,613,5,82900000,414500000,2022-03-15 12:39:14.610
1087,223,613,5,82900000,414500000,2022-03-15 12:39:14.610
1087,223,613,5,82900000,414500000,2022-03-15 12:39:14.610
1091,224,827,6,52000000,312000000,2022-03-15 13:00:37.507
1091,224,827,6,52000000,312000000,2022-03-15 13:00:37.507
1091,224,827,6,52000000,312000000,2022-03-15 13:00:37.507
1091,224,827,6,52000000,312000000,2022-03-15 13:00:37.507
1092,224,628,1,103000000,103000000,2022-03-15 13:00:37.507
1092,224,628,1,103000000,103000000,2022-03-15 13:00:37.507
1092,224,628,1,103000000,103000000,2022-03-15 13:00:37.507
1092,224,628,1,103000000,103000000,2022-03-15 13:00:37.507
1094,225,66,3,875000000,2625000000,2022-03-15 13:05:24.187
1094,225,66,3,875000000,2625000000,2022-03-15 13:05:24.187
1094,225,66,3,875000000,2625000000,2022-03-15 13:05:24.187
1096,226,265,24,77804750,1867314000,2022-03-15 13:35:56.993
1096,226,265,24,77804750,1867314000,2022-03-15 13:35:56.993
1096,226,265,24,77804750,1867314000,2022-03-15 13:35:56.993
1096,226,265,24,77804750,1867314000,2022-03-15 13:35:56.993
